name,spanishName,id,type
Iaijutsu Master,,1624,feats
Ice Harmonics,,1625,feats
Ice Troll Berserker,,1626,feats
Icy Calling,,1627,feats
Ignore Material Components,,1628,feats
Ignore Special Requirements,,1629,feats
Illiterate,,1630,feats
Illithid Blast,,1631,feats
Illithid Bloodline,,1632,feats
Illithid Compulsion,,1633,feats
Illithid Enthusiast,,1634,feats
Illithid Extraction,,1635,feats
Illithid Grapple,,1636,feats
Illithid Heritage,,1637,feats
Illithid Legacy,,1638,feats
Illithid Legacy Greater,,1639,feats
Illithid Skin,,1640,feats
Imbued Healing,,1641,feats
Imbued Summoning,,1642,feats
Impeding Attack ,,1643,feats
Imperious Command,,1644,feats
Imprint Stone,,1645,feats
Improved Aid,,1646,feats
Improved Alignment-Based Casting (Chaos),,1647,feats
Improved Alignment-Based Casting (Evil),,1648,feats
Improved Alignment-Based Casting (Good),,1649,feats
Improved Alignment-Based Casting (Law),,1650,feats
Improved Arrow of Death,,1651,feats
Improved Assume Supernatural Ability,,1652,feats
Improved Aura of Courage,,1653,feats
Improved Aura of Despair,,1654,feats
Improved Binding,,1655,feats
Improved Buckler Defense,,1656,feats
Improved Bull Rush,,1657,feats
Improved Cohort,,1658,feats
Improved Cold Endurance,,1659,feats
Improved Combat Casting,,1660,feats
Improved Combat Casting,,1661,feats
Improved Combat Expertise,,1662,feats
Improved Combat Reflexes,,1663,feats
Improved Control Visage,,1664,feats
Improved Cooperative Metamagic,,1665,feats
Improved Counterspell,,1666,feats
Improved Counterspell,,1667,feats
Improved Counterspell,,1668,feats
Improved Critical,,1669,feats
Improved Damage Reduction,,1670,feats
Improved Darkvision,,1671,feats
Improved Death Attack,,1672,feats
Improved Deflection,,1673,feats
Improved Disarm,,1674,feats
Improved Diversion,,1675,feats
Improved Draconian Breath Weapon,,1676,feats
Improved Draconic Aura,,1677,feats
Improved Dragon Wings,,1678,feats
Improved Elemental Heritage [Air],,1679,feats
Improved Elemental Heritage [Earth],,1680,feats
Improved Elemental Heritage [Fire],,1681,feats
Improved Elemental Heritage [Water],,1682,feats
Improved Elemental Wild Shape,,1683,feats
Improved Elemental Wild Shape,,1684,feats
Improved Energy Drain,,1685,feats
Improved Energy Resistance,,1686,feats
Improved Essentia Capacity,,1687,feats
Improved Familiar,,1688,feats
Improved Familiar,,1689,feats
Improved Familiar,,1690,feats
Improved Familiar,,1691,feats
Improved Familiar,,1692,feats
Improved Familiar,,1693,feats
Improved Familiar,,1694,feats
Improved Favored Enemy,,1695,feats
Improved Favored Enemy,,1696,feats
Improved Favored Enemy,,1697,feats
Improved Feint,,1698,feats
Improved fiendish Servant,,1699,feats
Improved Flight,,1700,feats
Improved Flight,,1701,feats
Improved Flight,,1702,feats
Improved Flight,,1703,feats
Improved Flight Item,,1704,feats
Improved Flyby Attack,,1705,feats
Improved Flyby Attack,,1706,feats
Improved Fortification,,1707,feats
Improved Fortification,,1708,feats
Improved Frosty Touch,,1709,feats
Improved Ghost Flight,,1710,feats
Improved Grapple,,1711,feats
Improved Grapple,,1712,feats
Improved Grapple,,1713,feats
Improved Grapple,,1714,feats
Improved Heat Endurance,,1715,feats
Improved Heighten Spell,,1716,feats
Improved Homunculus,,1717,feats
Improved Initiative,,1718,feats
Improved Ki Strike,,1719,feats
Improved Ki Strike,,1720,feats
Improved Levitation,,1721,feats
Improved Levitation,,1722,feats
Improved Low Blow,,1723,feats
Improved Low-Light Vision,,1724,feats
Improved Maneuverability,,1725,feats
Improved Manifestation,,1726,feats
Improved Manifestation,,1727,feats
Improved Manyshot,,1728,feats
Improved Metamagic,,1729,feats
Improved Metamagic,,1730,feats
Improved Metapsionics,,1731,feats
Improved Mounted Archery,,1732,feats
Improved Multiattack,,1733,feats
Improved Multiattack,,1734,feats
Improved Multiattack,,1735,feats
Improved Multiweapon Fighting,,1736,feats
Improved Multiweapon Fighting,,1737,feats
Improved Multiweapon Fighting,,1738,feats
Improved Natural Armor,,1739,feats
Improved Natural Armor,,1740,feats
Improved Natural Armor,,1741,feats
Improved Natural Attack,,1742,feats
Improved Natural Attack,,1743,feats
Improved Natural Attack,,1744,feats
Improved Natural Attack,,1745,feats
Improved Natural Attack,,1746,feats
Improved Oneiromancy,,1747,feats
Improved Outer plane Heritage [Anarchic],,1748,feats
Improved Outer plane Heritage [Axiomatic],,1749,feats
Improved Outer plane Heritage [Celestial],,1750,feats
Improved Outer plane Heritage [Fiendish],,1751,feats
Improved Overrun,,1752,feats
Improved Overrun,,1753,feats
Improved paralysis,,1754,feats
Improved Poltergeist Hand,,1755,feats
Improved Precise Shot,,1756,feats
Improved Psicrystal,,1757,feats
Improved Psicrystal,,1758,feats
Improved Rapid Shot,,1759,feats
Improved Rapidstrike,,1760,feats
Improved Resiliency,,1761,feats
Improved Resist Dragonfear,,1762,feats
Improved Rock Hurling,,1763,feats
Improved Scent,,1764,feats
Improved Shield Bash,,1765,feats
Improved Shield Bash,,1766,feats
Improved Shieldmate,,1767,feats
Improved Sigil (Aesh),,1768,feats
Improved Sigil (Hoon),,1769,feats
Improved Sigil (Krau),,1770,feats
Improved Sigil (Naen),,1771,feats
Improved Sigil (Uur),,1772,feats
Improved Sigil (Vaul),,1773,feats
Improved Skirmish ,,1774,feats
Improved Smiting,,1775,feats
Improved Snatch,,1776,feats
Improved Snatch Spell,,1777,feats
Improved Sneak Attack,,1778,feats
Improved Sneak Attack,,1779,feats
Improved Speed,,1780,feats
Improved Spell Capacity,,1781,feats
Improved Spell Capacity,,1782,feats
Improved Spell Capacity,,1783,feats
Improved Spell Resistance,,1784,feats
Improved Spellpool Access,,1785,feats
Improved Spit,,1786,feats
Improved Stunning Fist,,1787,feats
Improved Stunning Fist,,1788,feats
Improved Stunning Fist,,1789,feats
Improved Sudden Strike,,1790,feats
Improved Sunder,,1791,feats
Improved Sunder,,1792,feats
Improved Sunder,,1793,feats
Improved Sunder,,1794,feats
Improved Swimming,,1795,feats
Improved Swimming,,1796,feats
Improved Toughness,,1797,feats
Improved Toughness,,1798,feats
Improved Toughness,,1799,feats
Improved Toughness,,1800,feats
Improved Toughness,,1801,feats
Improved Trip,,1802,feats
Improved Turn Resistance,,1803,feats
Improved Turn Resistance,,1804,feats
Improved Turn Resistance,,1805,feats
Improved Turning,,1806,feats
Improved Two-Weapon Defense,,1807,feats
Improved Two-Weapon Fighting,,1808,feats
Improved Unarmed Strike,,1809,feats
Improved Weapon Familiarity,,1810,feats
Improved Weapon Familiarity,,1811,feats
Improved Web,,1812,feats
Improved Whirlwind Attack,,1813,feats
Inatenttive,,1814,feats
Inattentive,,1815,feats
Incarnum Resistance,,1816,feats
Incarnum Spellshaping,,1817,feats
Incarnum-Fortified Body,,1818,feats
Incite Rage,,1819,feats
Incorporeal Form,,1820,feats
Incorporeal Spell Targeting,,1821,feats
Incorporeal Target Fighting,,1822,feats
Indigo Strike,,1823,feats
Indomitable Discipline,,1824,feats
Indomitable Soul,,1825,feats
Ineluctable Echo,,1826,feats
Inertial Armor,,1827,feats
Infernal Bargainer,,1828,feats
Infernal Sorcerer Eyes,,1829,feats
Infernal Sorcerer Heritage,,1830,feats
Infernal Sorcerer Howl,,1831,feats
Infernal Sorcerer Resistance,,1832,feats
Infinite Deflection,,1833,feats
Inhuman Reach,,1834,feats
Inhuman Vision,,1835,feats
Initiate of Aasterinian ,,1836,feats
Initiate of Amaunator,,1837,feats
Initiate of Anhur,,1838,feats
Initiate of Arvoreen,,1839,feats
Initiate of Astilabor ,,1840,feats
Initiate of Bahamut ,,1841,feats
Initiate of Baravar Cloakshadow,,1842,feats
Initiate of Eilistraee,,1843,feats
Initiate of Falazure ,,1844,feats
Initiate of Garyx ,,1845,feats
Initiate of Ghaunadaur,,1846,feats
Initiate of Gruumsh,,1847,feats
Initiate of Hlal ,,1848,feats
Initiate of Horus-Re,,1849,feats
Initiate of Ilmater,,1850,feats
Initiate of Io ,,1851,feats
Initiate of Kossuth,,1852,feats
Initiate of Lendys ,,1853,feats
Initiate of Loviatar,,1854,feats
Initiate of Loviatar,,1855,feats
Initiate of Milil,,1856,feats
Initiate of Nobanion,,1857,feats
Initiate of Shar,,1858,feats
Initiate of Shar,,1859,feats
Initiate of Tamara,,1860,feats
Initiate of Tchazzar,,1861,feats
Initiate of the Holy Realm,,1862,feats
Initiate of Tiamat ,,1863,feats
Initiate of Torm,,1864,feats
Initiate of Tymora,,1865,feats
Initiate of Tyr,,1866,feats
Initiate of Varae,,1867,feats
Inlindl School,,1868,feats
Innate Spell,,1869,feats
Innate Spell,,1870,feats
Innate Spell,,1871,feats
Innate Spell,,1872,feats
Inner Strength,,1873,feats
Inquisitor,,1874,feats
Insane Defiance,,1875,feats
Inscribe Epic Runes,,1876,feats
Inscribe Rune,,1877,feats
Inscribe Rune,,1878,feats
Inside Connection,,1879,feats
Insidious Magic,,1880,feats
Insidious Magic,,1881,feats
Insidious Terror,,1882,feats
Insightful,,1883,feats
Insightful Divination,,1884,feats
Insightful Reflexes,,1885,feats
Inspirational Leadership,,1886,feats
Inspire Excellence,,1887,feats
Inspire Spellpower,,1888,feats
Instant Clarity ,,1889,feats
Instant Reload,,1890,feats
Instantaneous Rage,,1891,feats
Instantaneous Rage,,1892,feats
Instinctive Consummator,,1893,feats
Instinctive Darkness,,1894,feats
Intensify Darkness,,1895,feats
Intensify Spell,,1896,feats
Intimidating Rage,,1897,feats
Intimidating Rage,,1898,feats
Intimidating Strike,,1899,feats
Intuitive Attack,,1900,feats
Inured to Energy,,1901,feats
Invest Armor,,1902,feats
Invest Armor,,1903,feats
Investigate,,1904,feats
Investigator,,1905,feats
Invisible Needle,,1906,feats
Invisible Spell ,,1907,feats
Involuntary Rage,,1908,feats
Iron Mind,,1909,feats
Iron Will,,1910,feats
Ironheart Aura,,1911,feats
Ironskin Chant,,1912,feats
Ironwood Body,,1913,feats
Irresistible Gaze,,1914,feats
Irresistible Gaze,,1915,feats
Item Familiar,,1916,feats
Item Reprieve,,1917,feats
Jack of All Trades,,1918,feats
Jack of All Trades,,1919,feats
Jack of All Trades,,1920,feats
Jack of All Trades,,1921,feats
Jaws of Death,,1922,feats
Jergal&#39;s Pact,,1923,feats
Jester&#39;s Magic,,1924,feats
Jotunbrud,,1925,feats
Judged by Aurifar,,1926,feats
Jungle Stamina,,1927,feats
Jungle Veteran,,1928,feats
Kalashtar Mindlink,,1929,feats
Kalashtar Thoughtshifter,,1930,feats
Kami&#39;s Intuition,,1931,feats
Karmic Strike,,1932,feats
Karmic Strike,,1933,feats
Karmic Twin,,1934,feats
Keen Intellect,,1935,feats
Keen Intellect,,1936,feats
Keen Strike,,1937,feats
Keen-Eared Scout,,1938,feats
Keeper of Forbidden Lore ,,1939,feats
Ki Blast,,1940,feats
Ki Shout,,1941,feats
Kiai Shout,,1942,feats
Kihu-Sherem Guardian,,1943,feats
Killoren Ancient,,1944,feats
Killoren Destroyer,,1945,feats
Killoren Hunter,,1946,feats
Kin Mastery,,1947,feats
Knifefighter,,1948,feats
Knight of Stars,,1949,feats
Knight Of The Lolth,,1950,feats
Knight of the Red Falcon,,1951,feats
Knight of the Risen Scepter,,1952,feats
Knight of Tyr&#39;s Holy Judgment,,1953,feats
Knight ot Tyr&#39;s Merciful Sword,,1954,feats
Knight Training,,1955,feats
Knock-down,,1956,feats
Knock-Down,,1957,feats
Knockback,,1958,feats
Knockdown Power,,1959,feats
Knowledge Devotion,,1960,feats
Kobold Endurance,,1961,feats
Kobold Foe Strike,,1962,feats
Kung Fu Genius,,1963,feats
Kuo-Toan Monasticism,,1964,feats
Landlord,,1965,feats
Landwalker,,1966,feats
Landwalker,,1967,feats
Large and in Charge,,1968,feats
Large and in Charge,,1969,feats
Lasting Inspiration,,1970,feats
Lasting Inspiration,,1971,feats
Lasting Life,,1972,feats
Lasting Life,,1973,feats
Law Devotion,,1974,feats
Law Inviolate,,1975,feats
Lawful Discipline,,1976,feats
Leadership,,1977,feats
Leap Attack,,1978,feats
Leap of the Heavens,,1979,feats
Leaping Climber,,1980,feats
Least Dragonmark,,1981,feats
Least Legacy,,1982,feats
Least Legacy,,1983,feats
Legacy Focus,,1984,feats
Legendary Acrobat,,1985,feats
Legendary Artisan,,1986,feats
Legendary Climber,,1987,feats
Legendary Climber,,1988,feats
Legendary Commander,,1989,feats
Legendary Leaper,,1990,feats
Legendary Leaper,,1991,feats
Legendary Rider,,1992,feats
Legendary Rider,,1993,feats
Legendary Tracker,,1994,feats
Legendary Tracker,,1995,feats
Legendary Wrestler,,1996,feats
Lesser Aberrant Dragonmark,,1997,feats
Lesser Dragonmark,,1998,feats
Lesser Legacy,,1999,feats
Lesser Legacy,,2001,feats
Lichloved,,2002,feats
Lichloved,,2003,feats
Life Drain,,2004,feats
Life Leech,,2005,feats
Lifebond,,2006,feats
Lifesense,,2007,feats
Light of Aurifar,,2008,feats
Light to Daylight,,2009,feats
Lightbringer,,2010,feats
Lightfeet,,2011,feats
Lightning Fists,,2012,feats
Lightning Mace,,2013,feats
Lightning Reflexes,,2014,feats
Line of Shadow,,2015,feats
Lingering Breath,,2016,feats
Lingering Breath,,2017,feats
Lingering Damage,,2018,feats
Lingering Song,,2019,feats
Lingering Song,,2020,feats
Lingering Spell,,2021,feats
Linked Power,,2022,feats
Lion Spy,,2023,feats
Lion Tribe Warrior,,2024,feats
Lion&#39;s Pounce,,2025,feats
Listen to This,,2026,feats
Live my Nightmare,,2027,feats
Lliira&#39;s Blessing,,2028,feats
Lolth&#39;s Blessing,,2029,feats
Lolth&#39;s Blessing,,2030,feats
Lolth&#39;s Boon,,2031,feats
Lolth&#39;s Caress,,2032,feats
Lolth&#39;s Meat,,2033,feats
Long Reach,,2034,feats
Long Strike,,2035,feats
Longstride,,2036,feats
Longstride Elite,,2037,feats
Longstride Elite,,2038,feats
Longtooth,,2039,feats
Longtooth Elite,,2040,feats
Lord of the Uttercold,,2041,feats
Low Blow,,2042,feats
Low Profile,,2043,feats
Lucid Channeling,,2044,feats
Luck Devotion,,2045,feats
Luck of Heroes,,2046,feats
Luck of Heroes,,2047,feats
Luck of Heroes,,2048,feats
Lucky Break ,,2049,feats
Lucky Catch ,,2050,feats
Lucky Fingers ,,2051,feats
Lucky Start ,,2052,feats
Lunar Magic,,2053,feats
Lunatic Insight,,2054,feats
Lunging Strike,,2055,feats
Lurk Augment Extra,,2056,feats
Lurk Augment Ranged,,2057,feats
Lurk Master,,2058,feats
Lurking Familiar,,2059,feats
Lycanthropic Spell,,2060,feats
Lyric Spell,,2061,feats
Mad Alchemist,,2062,feats
Mad Faith,,2063,feats
Mad Foam Rager,,2064,feats
Maenad Deafening Scream,,2065,feats
Maenad Fury,,2066,feats
Maenad Scream,,2067,feats
Mage Slayer,,2068,feats
Mage Slayer,,2069,feats
Mage Slayer,,2070,feats
Magic Device Attunement,,2071,feats
Magic Devotion,,2072,feats
Magic Disruption,,2073,feats
Magic In The Blood,,2074,feats
Magic in the Blood,,2075,feats
Magic of the Land,,2076,feats
Magic Sensitive,,2077,feats
Magical Appraisal,,2078,feats
Magical Aptitude,,2079,feats
Magical Artisan,,2080,feats
Magical Artisan,,2081,feats
Magical Artisan,,2082,feats
Magical Beast Wild Shape,,2083,feats
Magical Beast Wild Shape,,2084,feats
Magical Fortune ,,2085,feats
Magical Training,,2086,feats
Magical Training,,2087,feats
Magistrate&#39;s Mind,,2088,feats
Maiming Strike,,2089,feats
Make Your Own Luck ,,2090,feats
Malevolence,,2091,feats
Malign Spell Focus,,2092,feats
Malign Spell Focus,,2093,feats
Manifest Druid,,2094,feats
Manifest Flight,,2095,feats
Manifest Leap,,2096,feats
Manticore&#39;s Sting,,2097,feats
Mantis Leap,,2098,feats
Mantle Focus,,2099,feats
Many Masks,,2100,feats
Manyshot,,2101,feats
Manyshot,,2102,feats
Mark of Avernus,,2103,feats
Mark of Cania,,2104,feats
Mark of Deflection,,2105,feats
Mark of Destiny,,2106,feats
Mark of Dis,,2107,feats
Mark of Hleid,,2108,feats
Mark of Madness,,2109,feats
Mark of Maladomini,,2110,feats
Mark of Malbolge,,2111,feats
Mark of Minauros,,2112,feats
Mark of Nessus,,2113,feats
Mark of Phlegethos,,2114,feats
Mark of Purity,,2115,feats
Mark of Resilience,,2116,feats
Mark of Stars,,2117,feats
Mark of Stygia,,2118,feats
Mark of the Dauntless,,2119,feats
Mark of the Recovery,,2120,feats
Mark of the Triad,,2121,feats
Mark of the Wilderness,,2122,feats
Mark of Truth,,2123,feats
Mark of Twelve Moons,,2124,feats
Mark of Vengeance,,2125,feats
Mark of Vermin,,2126,feats
Mark of Xoriat,,2127,feats
Markings of the Blessed,,2128,feats
Markings of the Hunter,,2129,feats
Markings of the Magi,,2130,feats
Markings of the Maker,,2131,feats
Markings of the Warrior,,2132,feats
Martial Stalker,,2133,feats
Martial Stance,,2134,feats
Martial Study,,2135,feats
Martial Throw,,2136,feats
Martial Weapon Proficiency,,2137,feats
Mask of Gentility,,2138,feats
Master Dorje,,2139,feats
Master Legacy,,2140,feats
Master Linguist,,2141,feats
Master Manipulator,,2142,feats
Master of Knowledge,,2143,feats
Master Of Poisons,,2144,feats
Master Of Shadow,,2145,feats
Master of Undeath ,,2146,feats
Master of Wards,,2147,feats
Master Spellthief ,,2148,feats
Master Staff,,2149,feats
Master Staff,,2150,feats
Master Wand,,2151,feats
Master Wand,,2152,feats
Mastery of Chaos and Order,,2153,feats
Mastery of Day and Night,,2154,feats
Mastery of Dreams,,2155,feats
Mastery of Faerie Enchantment,,2156,feats
Mastery of Ice and Fire,,2157,feats
Mastery of Madness,,2158,feats
Mastery of the Azure Sky,,2159,feats
Mastery of the Battleground,,2160,feats
Mastery of the Dead,,2161,feats
Mastery of the Mists,,2162,feats
Mastery of the Silver Void,,2163,feats
Mastery of Twilight Denizens,,2164,feats
Mastery of Twisted Shadow,,2165,feats
Maximize Breath,,2166,feats
Maximize Mystery,,2167,feats
Maximize Power,,2168,feats
Maximize Power,,2169,feats
Maximize Spell,,2170,feats
Maximize Spell-like Ability,,2171,feats
Meagre Fortitude,,2172,feats
Meditation of War Mastery,,2173,feats
Melee Evasion,,2174,feats
Melee Weapon Mastery,,2175,feats
Melodic Casting,,2176,feats
Memory Eater,,2177,feats
Menacing Demeanor,,2178,feats
Mental Adversary,,2179,feats
Mental Juggernaut,,2180,feats
Mental Leap,,2181,feats
Mental Leap,,2182,feats
Mental Resistance,,2183,feats
Mentor,,2184,feats
Mercantile Background,,2185,feats
Mercantile Background,,2186,feats
Merciful Strike ,,2187,feats
Mercurial Strike,,2188,feats
Metacreative,,2189,feats
Metallurgy,,2190,feats
Metamagic School Focus,,2191,feats
Metamagic Song,,2192,feats
Metamagic Spell Trigger,,2193,feats
Metamagic Vigor,,2194,feats
Metamorphic Transfer,,2195,feats
Metanode Spell,,2196,feats
Metanode Spell,,2197,feats
Metapower,,2198,feats
Metaray,,2199,feats
Midnight Augmentation,,2200,feats
Midnight Dodge,,2201,feats
Midnight Metamagic,,2202,feats
Might Makes Right,,2203,feats
Mighty are Fallen,,2204,feats
Mighty Dragonmark,,2205,feats
Mighty Leaping,,2206,feats
Mighty Rage,,2207,feats
Mighty Roar,,2208,feats
Mighty Works Mastery I,,2209,feats
Mighty Works Mastery II,,2210,feats
Militia,,2211,feats
Militia,,2212,feats
Militia,,2213,feats
Mind Cleave,,2214,feats
Mind Drain ,,2215,feats
Mind Empowerment,,2216,feats
Mind Mask,,2217,feats
Mind over Body,,2218,feats
Mind over Body,,2219,feats
Mind over Body,,2220,feats
Mind Strike,,2221,feats
Mind Strike Swift,,2222,feats
Mind Trap,,2223,feats
Mind Weapon,,2224,feats
Mind-Shattering Strike,,2225,feats
Mindsight,,2226,feats
Minor Malevolence,,2227,feats
Minor Shapeshift,,2228,feats
Minor Utterance of the Evolving Mind,,2229,feats
Miser&#39;s Fortune ,,2230,feats
Misleading Song,,2231,feats
Mithral Body,,2232,feats
Mithral Body,,2233,feats
Mithral Body,,2234,feats
Mithral Fluidity,,2235,feats
Mithral Fluidity,,2236,feats
Mitigate Suffering,,2237,feats
Mobile Defense,,2238,feats
Mobile Spell-Casting,,2239,feats
Mobility,,2240,feats
Momentary Alteration,,2241,feats
Monastic Training,,2242,feats
Monk&#39;s Spade Mind Blade,,2243,feats
Monkey Grip,,2244,feats
Monkey Grip,,2245,feats
Moradin&#39;s Smile,,2246,feats
Mortalbane,,2247,feats
Mortifying Attack,,2248,feats
Mosquito&#39;s Bite,,2249,feats
Mother Cyst,,2250,feats
Mountain Stance,,2251,feats
Mountain Warrior,,2252,feats
Mountaineer,,2253,feats
Mounted Archery,,2254,feats
Mounted Casting,,2255,feats
Mounted Combat,,2256,feats
Mounted Mobility,,2257,feats
Mror Stalwart,,2258,feats
Multiattack,,2259,feats
Multiattack,,2260,feats
Multiattack,,2261,feats
Multiattack,,2262,feats
Multiattack,,2263,feats
Multiattack,,2264,feats
Multiattack,,2265,feats
Multicultural,,2266,feats
Multidexterity,,2267,feats
Multidexterity,,2268,feats
Multidexterity,,2269,feats
Multidexterity,,2270,feats
Multigrab,,2271,feats
Multigrab,,2272,feats
Multilingual,,2273,feats
Multisnatch,,2274,feats
Multispell,,2275,feats
Multitasking,,2276,feats
Multitasking,,2277,feats
Multivoice,,2278,feats
Multiweapon Fighting,,2279,feats
Multiweapon Fighting,,2280,feats
Multiweapon Fighting,,2281,feats
Multiweapon Rend,,2282,feats
Murderous Intent,,2283,feats
Murky Eyed,,2284,feats
Musclebound,,2285,feats
Music of Growth,,2286,feats
Music of Making,,2287,feats
Music of the Gods,,2288,feats
Music of the Outer Spheres,,2289,feats
Mutable Body,,2290,feats
Mutilator,,2291,feats
Mysterious Magic,,2292,feats
Mystic Backlash,,2293,feats
Narrow Mind,,2294,feats
Narrowed Gaze,,2295,feats
Narrowed Gaze,,2296,feats
Natural Bond,,2297,feats
Natural Bully,,2298,feats
Natural Heavyweight,,2299,feats
Natural Leader,,2300,feats
Natural Scavenger,,2301,feats
Natural Spell,,2302,feats
Natural Spell,,2303,feats
Natural Spell,,2304,feats
Natural Trickster,,2305,feats
Naturalized Denizen,,2306,feats
Nauseating Touch,,2307,feats
Nearsighted,,2308,feats
Necrocarnum Acolyte,,2309,feats
Necromantic Bloodline,,2310,feats
Necromantic Might,,2311,feats
Necromantic Presence,,2312,feats
Necropolis Born,,2313,feats
Necropotent,,2314,feats
Necrotic Reserve,,2315,feats
Negative Energy Burst,,2316,feats
Negative Energy Burst,,2317,feats
Negotiator,,2318,feats
Nemesis,,2319,feats
Neraph Charge,,2320,feats
Neraph Throw,,2321,feats
Net and Trident,,2322,feats
Netherese Battle Curse,,2323,feats
Never Outnumbered,,2324,feats
Night Haunt,,2325,feats
Night Sighted,,2326,feats
Nightborn Dragonmark,,2327,feats
Nightbringer Initiate,,2328,feats
Nimble Bones,,2329,feats
Nimble Charge,,2330,feats
Nimble Fingers,,2331,feats
Nimble Stand,,2332,feats
Nimbus of Light,,2333,feats
Nobody&#39;s Fool,,2334,feats
Nocturnal Caster,,2335,feats
Node Defense,,2336,feats
Node Defense,,2337,feats
Node Sensitive,,2338,feats
Node Sensitive,,2339,feats
Node Spellcasting,,2340,feats
Node Spellcasting,,2341,feats
Node Store,,2342,feats
Node Store,,2343,feats
Nomadic Trekker,,2344,feats
Noncombatant,,2345,feats
Nonlethal Substitution,,2346,feats
Nonlethal Substitution,,2347,feats
Nonverbal Spell,,2348,feats
Nymph&#39;s Kiss,,2349,feats
Oaken Resilience,,2350,feats
Obscure Lore,,2351,feats
Obscure Lore,,2352,feats
Obscure Personal Truename,,2353,feats
Obtain Familiar,,2354,feats
Ocular Spell,,2355,feats
Off-Hand Parry,,2356,feats
Off-Hand Parry,,2357,feats
Old Salt,,2358,feats
Omniscient Whispers,,2359,feats
Oneiromancy,,2360,feats
Oni&#39;s Bane,,2361,feats
Open Greater Chakra (Throat),,2362,feats
Open Greater Chakra (Waist),,2363,feats
Open heart Chakra,,2364,feats
Open Least Chakra (Crown),,2365,feats
Open Least Chakra (Feet),,2366,feats
Open Least Chakra (Hands),,2367,feats
Open Lesser Chakra (Arms),,2368,feats
Open Lesser Chakra (Brow),,2369,feats
Open Lesser Chakra (Shoulders),,2370,feats
Open Minded,,2371,feats
Open Minded,,2372,feats
Open Soul Chakra,,2373,feats
Opening Tap,,2374,feats
Opportunity Power,,2375,feats
Oral History,,2376,feats
Orc Double Axe Mind Blade,,2377,feats
Ordered Chaos,,2378,feats
Orien Battle Stride,,2379,feats
Otherworldly,,2380,feats
Otherworldly Countenance ,,2381,feats
Outsider Wings (Celestial),,2382,feats
Outsider Wings (Fiendish),,2383,feats
Overchannel,,2384,feats
Overcome Shadow Weave,,2385,feats
Overcome Weakness,,2386,feats
Overhead Thrust,,2387,feats
Overload Metabolism,,2388,feats
Oversized Two-Weapon Fighting,,2389,feats
Overwhelming Assault,,2390,feats
Overwhelming Critical,,2391,feats
Overwhelming Critical,,2392,feats
Overwhelming Critical,,2393,feats
Owlbear Berserker,,2394,feats
Pacifist,,2395,feats
Pack Feint,,2396,feats
Pack Tactics,,2397,feats
Pain Mastery,,2398,feats
Pain Touch,,2399,feats
Pain Touch,,2400,feats
Pain Touch,,2401,feats
Paladin of the Noble Heart,,2402,feats
Paraelemental Power,,2403,feats
Paralyzing Fists,,2404,feats
Paralyzing Fists,,2405,feats
Parrying Shield,,2406,feats
Passionate,,2407,feats
Path Focus,,2408,feats
Path of Shadows,,2409,feats
Pathetic,,2410,feats
Peak Hopper,,2411,feats
Pebble Underfoot,,2412,feats
Penetrate Damage Reduction,,2413,feats
Penetrating Shot,,2414,feats
Penumbra Bloodline,,2415,feats
Perfect Clarity of Mind and Body,,2416,feats
Perfect Health,,2417,feats
Perfect Multiweapon Fighting,,2418,feats
Perfect Reflection,,2419,feats
Perfect Two-Weapon Fighting,,2420,feats
Perfect Two-Weapon Fighting,,2421,feats
Permanent Emanation,,2422,feats
Pernicious Magic,,2423,feats
Pernicious Magic,,2424,feats
Persistent Attacker ,,2425,feats
Persistent Power,,2426,feats
Persistent Refusal,,2427,feats
Persistent Spell,,2428,feats
Persistent Spell,,2429,feats
Persistent Spell,,2430,feats
Persistent Spell,,2431,feats
Persistent Spell,,2432,feats
Persona Immersion,,2433,feats
Personal Touchstone,,2434,feats
Personal Truename Backlash,,2435,feats
Persuasive,,2436,feats
Persuasive,,2437,feats
Pervasive Gaze,,2438,feats
Pervasive Gaze,,2439,feats
Petrification Immunity,,2440,feats
Petrification Resistance,,2441,feats
Phalanx Fighting,,2442,feats
Phalanx Fighting,,2443,feats
Pharaoh&#39;s Fist,,2444,feats
Photosynthetic Skin,,2445,feats
Phrenic Leech,,2446,feats
Pierce Magical Concealment,,2447,feats
Pierce Magical Protection,,2448,feats
Pierce the Darkness,,2449,feats
Piercing Cold,,2450,feats
Piercing Evocation ,,2451,feats
Piercing Gaze,,2452,feats
Piercing Gaze,,2453,feats
Piercing Sight,,2454,feats
Pike Hedge,,2455,feats
Pin Shield,,2456,feats
Pin Shield,,2457,feats
Pious Defense,,2458,feats
Pious Defiance,,2459,feats
Pious Soul,,2460,feats
Pious Spellsurge,,2461,feats
Plague Resistant,,2462,feats
Planar Familiar,,2463,feats
Planar Touchstone,,2464,feats
Planar Turning,,2465,feats
Planar Turning,,2466,feats
Planetouched Animal Affinity,,2467,feats
Plant Bloodline,,2468,feats
Plant Control,,2469,feats
Plant Control,,2470,feats
Plant Defiance,,2471,feats
Plant Defiance,,2472,feats
Plant Devotion,,2473,feats
Plant Wild Shape,,2474,feats
Plucky,,2475,feats
Plunging Shot,,2476,feats
Plunging Shot,,2477,feats
Point Blank Shot,,2478,feats
Point it Out,,2479,feats
Poison Expert ,,2480,feats
Poison Healer,,2481,feats
Poison Immunity,,2482,feats
