Feat, featLink, book, bookLink
Rapid Swimming,/feats/stormwrack--87/rapid-swimming--2381/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Rapidstrike,/feats/draconomicon--92/rapidstrike--3227/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Raptor School,/feats/complete-warrior--61/raptor-school--2382/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Rashemi Elemental Summoning,/feats/unapproachable-east--33/rashemi-elemental-summoning--2383/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Rattlesnake Strike,/feats/sandstorm--85/rattlesnake-strike--2384/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Razing Strike,/feats/complete-adventurer--54/razing-strike--2385/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Razorclaw,/feats/eberron-campaign-setting--12/razorclaw--2386/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Razorclaw Elite,/feats/races-of-eberron--10/razorclaw-elite--2387/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Reach Bite,/feats/lords-of-madness--72/reach-bite--2388/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Reach Mystery,/feats/tome-of-magic--89/reach-mystery--2389/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Reach Spell,/feats/complete-divine--56/reach-spell--2390/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Reach Spell,/feats/deities-and-demigods--39/reach-spell--2391/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Reach Spell,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/reach-spell--2392/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Reach Spell,/feats/faiths-pantheons--18/reach-spell--2393/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
Reactive Countersong,/feats/epic-level-handbook--41/reactive-countersong--2394/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Reactive Counterspell,/feats/magic-of-faerun--20/reactive-counterspell--2395/,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
Reactive Counterspell,/feats/players-guide-to-faerun--22/reactive-counterspell--2396/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Reactive Resistance,/feats/drow-of-the-underdark--93/reactive-resistance--3439/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Reactive Shifting,/feats/races-of-eberron--10/reactive-shifting--2397/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Ready Shot,/feats/heroes-of-battle--69/ready-shot--2398/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Reaping Spell,/feats/champions-of-ruin--27/reaping-spell--2399/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Reaping Talons,/feats/tome-of-battle-the-book-of-nine-swords--88/reaping-talons--2400/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Rebind Chakra,/feats/magic-of-incarnum--74/rebind-chakra--2401/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Recitation of Mindful State,/feats/tome-of-magic--89/recitation-of-mindful-state--2402/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Recitation of the Fortified State,/feats/tome-of-magic--89/recitation-of-the-fortified-state--2403/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Recitation of the Meditative State,/feats/tome-of-magic--89/recitation-of-the-meditative-state--2404/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Recitation of the Sanguine State,/feats/tome-of-magic--89/recitation-of-the-sanguine-state--2405/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Recitation of Vital State,/feats/tome-of-magic--89/recitation-of-vital-state--2406/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Reckless,/feats/unearthed-arcana--90/reckless--2407/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Reckless Charge,/feats/miniatures-handbook--75/reckless-charge--2408/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Reckless Offense,/feats/expanded-psionics-handbook--65/reckless-offense--2409/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Reckless Offensive,/feats/enemies-and-allies--17/reckless-offensive--2410/,Enemies and Allies,/rulebooks/supplementals-30--7/enemies-and-allies--17/
Reckless Offensive,/feats/races-of-faerun--23/reckless-offensive--2411/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Reckless Rage,/feats/races-of-stone--82/reckless-rage--2412/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Reckless Wand Wielder,/feats/complete-arcane--55/reckless-wand-wielder--2413/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Recognize Imposter,/feats/eberron-campaign-setting--12/recognize-imposter--2414/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Recover Breath,/feats/draconomicon--92/recover-breath--3209/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Red Dragon Lineage ,/feats/dragon-magic--62/red-dragon-lineage--2415/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Reflect Arrows,/feats/epic-level-handbook--41/reflect-arrows--2416/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Reflexive Psychosis,/feats/elder-evils--110/reflexive-psychosis--3529/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Reinforced Wings,/feats/races-of-the-dragon--83/reinforced-wings--2417/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
Relentless,/feats/unearthed-arcana--90/relentless--2418/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Relic Hunter,/feats/races-of-eberron--10/relic-hunter--2419/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Remain Conscious,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/remain-conscious--2420/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Remain Conscious,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/remain-conscious--2421/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Remain Conscious,/feats/oriental-adventures--96/remain-conscious--3726/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Rend,/feats/draconomicon--92/rend--3239/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Rend Ghost,/feats/ghostwalk--94/rend-ghost--3571/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Rending Claws,/feats/secrets-of-xendrik--15/rending-claws--2422/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
Rending Constriction,/feats/serpent-kingdoms--24/rending-constriction--2423/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Rending Constriction,/feats/savage-species--47/rending-constriction--2424/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Renown,/feats/unearthed-arcana--90/renown--3705/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Repeat Spell,/feats/complete-arcane--55/repeat-spell--2426/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Repeat Spell,/feats/deities-and-demigods--39/repeat-spell--2427/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Repeat Spell,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/repeat-spell--2428/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Repel Aberration,/feats/eberron-campaign-setting--12/repel-aberration--2429/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Repel Outsiders,/feats/secrets-of-sarlona--14/repel-outsiders--2430/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
Requiem,/feats/libris-mortis-the-book-of-the-dead--71/requiem--2431/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Requiem,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/requiem--2432/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Research,/feats/eberron-campaign-setting--12/research--2433/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Reserves of Strength,/feats/dragonlance-campaign-setting--98/reserves-strength--3617/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Residual Magic,/feats/complete-mage--58/residual-magic--2434/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Residual Rebound,/feats/unearthed-arcana--90/residual-rebound--2435/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Resist Death,/feats/epic-level-handbook--41/resist-death--3653/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Resist Disease,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resist-disease--2436/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resist Disease,/feats/shining-south--25/resist-disease--2437/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Resist Dragonfear,/feats/dragonlance-campaign-setting--98/resist-dragonfear--3317/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Resist Ghost,/feats/ghostwalk--94/resist-ghost--3572/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Resist Poison,/feats/forgotten-realms-campaign-setting--19/resist-poison--2438/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Resist Poison,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resist-poison--2439/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resist Poison,/feats/players-guide-to-faerun--22/resist-poison--2440/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Resist Poison,/feats/oriental-adventures--96/resist-poison--3727/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Resist Taint,/feats/oriental-adventures--96/resist-taint--3728/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Resistance to Energy: Acid,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resistance-to-energy-acid--2441/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resistance to Energy: Cold,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resistance-to-energy-cold--2442/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resistance to Energy: Electricity,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resistance-to-energy-electricity--2443/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resistance to Energy: Fire,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resistance-to-energy-fire--2444/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resistance to Energy: Sonic,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/resistance-to-energy-sonic--2445/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Resounding Blow,/feats/book-of-exalted-deeds--52/resounding-blow--2446/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Resourceful Buyer,/feats/races-of-destiny--81/resourceful-buyer--2447/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Retributive Spell,/feats/complete-mage--58/retributive-spell--2448/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Retrieve Spell,/feats/complete-champion--57/retrieve-spell--2449/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Return Shot,/feats/psionics-handbook-30--46/return-shot--2450/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Return Shot,/feats/expanded-psionics-handbook--65/return-shot--2451/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Reverberation,/feats/savage-species--47/reverberation--2452/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Rhinoceros Tribe Charge,/feats/shining-south--25/rhinoceros-tribe-charge--2453/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Ride-By Attack,/feats/players-handbook-v35--6/ride-by-attack--2455/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Right of Counsel,/feats/eberron-campaign-setting--12/right-of-counsel--2456/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Righteous Strike,/feats/epic-level-handbook--41/righteous-strike--2457/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Righteous Wrath,/feats/book-of-exalted-deeds--52/righteous-wrath--2458/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Ring the Golden Bell,/feats/dragon-compendium--109/ring-golden-bell--3389/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Riposte,/feats/dragon-compendium--109/riposte--3390/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Ritual Blessing,/feats/players-handbook-ii--80/ritual-blessing--2459/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Ritual Blood Bonds,/feats/players-handbook-ii--80/ritual-blood-bonds--2460/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Ritual of Arcane Opposition,/feats/players-guide-to-eberron--13/ritual-of-arcane-opposition--2461/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Ritual of Blight&#39;s Embrace,/feats/players-guide-to-eberron--13/ritual-of-blights-embrace--2462/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Ritual of the Timeless Soul,/feats/players-guide-to-eberron--13/ritual-of-the-timeless-soul--2463/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Ritual of the Woodland Bond,/feats/players-guide-to-eberron--13/ritual-of-the-woodland-bond--2464/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Robilar&#39;s Gambit,/feats/players-handbook-ii--80/robilars-gambit--2465/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Rock Gnome Trickster,/feats/races-of-faerun--23/rock-gnome-trickster--2466/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Rock Hurling,/feats/races-of-stone--82/rock-hurling--2467/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Roll With It,/feats/savage-species--47/roll-with-it--2468/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Roof-Jumper,/feats/cityscape--53/roof-jumper--2469/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
Roofwalker,/feats/cityscape--53/roofwalker--2470/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
Roofwalker,/feats/races-of-destiny--81/roofwalker--3677/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Roots of the Mountain,/feats/races-of-stone--82/roots-of-the-mountain--2471/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Roundabout Kick,/feats/complete-warrior--61/roundabout-kick--2472/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Roundabout Kick,/feats/oriental-adventures--96/roundabout-kick--3686/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Ruinous Rage,/feats/epic-level-handbook--41/ruinous-rage--2473/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Rulership,/feats/power-of-faerun--31/rulership--2474/,Power of Faerun,/rulebooks/forgotten-realms-35--4/power-of-faerun--31/
Run,/feats/players-handbook-v35--6/run--2476/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Runesmith,/feats/races-of-faerun--23/runesmith--2477/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Sacred Boost,/feats/complete-divine--56/sacred-boost--2478/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Sacred Healing,/feats/complete-divine--56/sacred-healing--2479/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Sacred Healing,/feats/players-handbook-ii--80/sacred-healing--2480/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Sacred Purification,/feats/players-handbook-ii--80/sacred-purification--2481/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Sacred Radiance,/feats/players-handbook-ii--80/sacred-radiance--2482/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Sacred Resilience,/feats/faiths-of-eberron--8/sacred-resilience--2483/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
Sacred Spell,/feats/deities-and-demigods--39/sacred-spell--2485/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Sacred Spell,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/sacred-spell--2486/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Sacred Spell,/feats/faiths-pantheons--18/sacred-spell--2487/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
Sacred Strike,/feats/book-of-exalted-deeds--52/sacred-strike--2488/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sacred Tattoo,/feats/races-of-faerun--23/sacred-tattoo--2489/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Sacred Vengeance,/feats/complete-warrior--61/sacred-vengeance--2490/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Sacred Vengeance,/feats/libris-mortis-the-book-of-the-dead--71/sacred-vengeance--2491/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Sacred Vitality,/feats/libris-mortis-the-book-of-the-dead--71/sacred-vitality--2492/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Sacred Vow,/feats/book-of-exalted-deeds--52/sacred-vow--3191/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sacrificial Mastery,/feats/book-of-vile-darkness--37/sacrificial-mastery--2494/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Saddleback,/feats/forgotten-realms-campaign-setting--19/saddleback--2495/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Saddleback,/feats/players-guide-to-faerun--22/saddleback--2496/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Saddleback,/feats/ghostwalk--94/saddleback--3573/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Saddleback,/feats/oriental-adventures--96/saddleback--3729/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Saddleborn,/feats/unearthed-arcana--90/saddleborn--2497/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Sadistic Reward,/feats/drow-of-the-underdark--93/sadistic-reward--3440/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Sahuagin Flip,/feats/stormwrack--87/sahuagin-flip--2498/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Sailor&#39;s Balance,/feats/stormwrack--87/sailors-balance--2499/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Sanctify Ki Strike,/feats/book-of-exalted-deeds--52/sanctify-ki-strike--2500/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sanctify Martial Strike,/feats/book-of-exalted-deeds--52/sanctify-martial-strike--2501/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sanctify Natural Attack,/feats/book-of-exalted-deeds--52/sanctify-natural-attack--2502/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sanctify Relic,/feats/complete-divine--56/sanctify-relic--2503/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Sanctify Relic,/feats/magic-item-compendium--73/sanctify-relic--2504/,Magic Item Compendium,/rulebooks/supplementals-35--5/magic-item-compendium--73/
Sanctify Water,/feats/stormwrack--87/sanctify-water--2505/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Sanctify Weapon,/feats/book-of-exalted-deeds--52/sanctify-weapon--2506/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Sanctum Spell,/feats/complete-arcane--55/sanctum-spell--2507/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Sanctum Spell,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/sanctum-spell--2508/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Sand Camouflage,/feats/sandstorm--85/sand-camouflage--2509/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Sand Dancer,/feats/sandstorm--85/sand-dancer--2510/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Sand Snare,/feats/sandstorm--85/sand-snare--2511/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Sand Spinner,/feats/sandstorm--85/sand-spinner--2512/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Sandskimmer,/feats/sandstorm--85/sandskimmer--2513/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Sapphire Fist,/feats/magic-of-incarnum--74/sapphire-fist--2514/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Sapphire Smite,/feats/magic-of-incarnum--74/sapphire-smite--2515/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Sapphire Sprint,/feats/magic-of-incarnum--74/sapphire-sprint--2516/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Savage Grapple,/feats/complete-adventurer--54/savage-grapple--2517/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Savvy Rogue ,/feats/complete-scoundrel--60/savvy-rogue--2518/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Scalding Faith of the Sun,/feats/dragon-compendium--109/scalding-faith-sun--3391/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Scathing Wit,/feats/dragon-compendium--109/scathing-wit--3392/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Scavenging Gullet,/feats/lords-of-madness--72/scavenging-gullet--2519/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Scent,/feats/complete-adventurer--54/scent--2520/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Scent,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/scent--2521/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Scholar of Nature,/feats/oriental-adventures--96/scholar-nature--3730/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Scion of Sorrow,/feats/champions-of-ruin--27/scion-of-sorrow--2522/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Scorching Sirocco,/feats/tome-of-battle-the-book-of-nine-swords--88/scorching-sirocco--2523/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Scorpion&#39;s Grasp,/feats/sandstorm--85/scorpions-grasp--2524/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Scorpion&#39;s Instincts,/feats/sandstorm--85/scorpions-instincts--2525/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Scorpion&#39;s resolve,/feats/sandstorm--85/scorpions-resolve--3206/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Scorpion&#39;s Sense,/feats/sandstorm--85/scorpions-sense--2527/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Scourge of the Seas,/feats/stormwrack--87/scourge-of-the-seas--2528/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Scramble,/feats/savage-species--47/scramble--2529/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Scribe Epic Scroll,/feats/epic-level-handbook--41/scribe-epic-scroll--2530/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Scribe Martial Script ,/feats/tome-of-battle-the-book-of-nine-swords--88/scribe-martial-script--2531/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Scribe Scroll,/feats/players-handbook-v35--6/scribe-scroll--2533/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Scribe Tattoo,/feats/psionics-handbook-30--46/scribe-tattoo--2534/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Scribe Tattoo,/feats/expanded-psionics-handbook--65/scribe-tattoo--2535/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Sculpt Ghost Body,/feats/ghostwalk--94/sculpt-ghost-body--3575/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Sculpt Spell,/feats/complete-arcane--55/sculpt-spell--2536/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
