id,name,link,book,bookLink
3232,Surge of Malevolence,/feats/heroes-of-horror--70/surge-of-malevolence--2852/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
3233,Surprising Riposte,/feats/drow-of-the-underdark--93/surprising-riposte--3269/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
3234,Surrogate Spellcasting,/feats/savage-species--47/surrogate-spellcasting--2853/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
3235,Survivor,/feats/forgotten-realms-campaign-setting--19/survivor--2854/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3236,Survivor,/feats/players-guide-to-faerun--22/survivor--2855/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3237,Survivor,/feats/ghostwalk--94/survivor--3580/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
3238,Survivor&#39;s Luck ,/feats/complete-scoundrel--60/survivors-luck--2856/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3239,Suspicious,/feats/unearthed-arcana--90/suspicious--2857/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
3240,Svirfneblin Figment Master,/feats/races-of-faerun--23/svirfneblin-figment-master--2858/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
3241,Swamp Stalker,/feats/savage-species--47/swamp-stalker--2859/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
3242,Swarm of Arrows,/feats/epic-level-handbook--41/swarm-of-arrows--2860/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3243,Swarm&#39;s Embrace,/feats/sharn-city-of-towers--11/swarms-embrace--2863/,Sharn: City of Towers,/rulebooks/eberron-35--3/sharn-city-of-towers--11/
3244,Swarmfighting,/feats/complete-warrior--61/swarmfighting--2861/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
3245,Swarmfighting,/feats/races-of-faerun--23/swarmfighting--2862/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
3246,Sweet Talker,/feats/complete-scoundrel--60/sweet-talker--2864/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3247,Swift Ambusher ,/feats/complete-scoundrel--60/swift-ambusher--2865/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3248,Swift and Silent,/feats/players-guide-to-faerun--22/swift-and-silent--2866/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3249,Swift Call,/feats/complete-champion--57/swift-call--2867/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3250,Swift Concentration,/feats/complete-scoundrel--60/swift-concentration--3309/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3251,Swift Hunter,/feats/complete-scoundrel--60/swift-hunter--2868/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3252,Swift Tumbler,/feats/cityscape--53/swift-tumbler--2869/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
3253,Swift Wild Shape,/feats/complete-champion--57/swift-wild-shape--2870/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3254,Swiftness of Orien,/feats/players-guide-to-eberron--13/swiftness-of-orien--2871/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3255,Swiftwing Elite,/feats/races-of-eberron--10/swiftwing-elite--2872/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
3256,Swim like a Fish,/feats/complete-divine--56/swim-like-a-fish--2873/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
3257,Swim-By Attack,/feats/stormwrack--87/swim-by-attack--2874/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
3258,Sword of the Arcane Order,/feats/champions-of-valor--28/sword-of-the-arcane-order--2875/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
3259,Symbiont Mastery,/feats/magic-of-eberron--9/symbiont-mastery--2876/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
3260,Synad Multitask,Enhanced,/feats/complete-psionic--59/synad-multitask-enhanced--2877/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3261,Tactile Trapsmith,/feats/complete-adventurer--54/tactile-trapsmith--2878/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
3262,Tail Constrict,/feats/draconomicon--92/tail-constrict--3243/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
3263,Tail Rattle,/feats/serpent-kingdoms--24/tail-rattle--2879/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
3264,Tail Sweep Knockdown,/feats/draconomicon--92/tail-sweep-knockdown--3244/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
3265,Tainted Fury,/feats/heroes-of-horror--70/tainted-fury--2880/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
3266,Talenta Dinosaur Bond,/feats/players-guide-to-eberron--13/talenta-dinosaur-bond--2881/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3267,Talenta Drifter,/feats/players-guide-to-eberron--13/talenta-drifter--2882/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3268,Talenta Warrior,/feats/races-of-eberron--10/talenta-warrior--2883/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
3269,Talented,/feats/psionics-handbook-30--46/talented--2884/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
3270,Talented,/feats/expanded-psionics-handbook--65/talented--2885/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
3271,Talented Crafter,/feats/unearthed-arcana--90/talented-crafter--2886/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
3272,Talfirian Song,/feats/races-of-faerun--23/talfirian-song--2887/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
3273,Tall Mouther Hunter,/feats/shining-south--25/tall-mouther-hunter--3466/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
3274,Tap Mantle,/feats/complete-psionic--59/tap-mantle--2888/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3275,Tashalatora,/feats/secrets-of-sarlona--14/tashalatora--3415/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
3276,Tattoo Focus,/feats/dungeon-masters-guide-v35--4/tattoo-focus--2890/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
3277,Tattoo Focus,/feats/forgotten-realms-campaign-setting--19/tattoo-focus--2891/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3278,Tattoo Focus,/feats/players-guide-to-faerun--22/tattoo-focus--2892/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3279,Tattoo Magic,/feats/races-of-faerun--23/tattoo-magic--2893/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
3280,Tattoo Magic,/feats/lords-of-darkness--95/tattoo-magic--3631/,Lords of Darkness,/rulebooks/forgotten-realms-30--6/lords-of-darkness--95/
3281,Telepathic Affinity,/feats/complete-psionic--59/telepathic-affinity--2894/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3282,Telling Blow,/feats/players-handbook-ii--80/telling-blow--2895/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
3283,Temper Ectoplasm,/feats/ghostwalk--94/temper-ectoplasm--3581/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
3284,Tempest Breath,/feats/draconomicon--92/tempest-breath--3210/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
3285,Tempting Fate ,/feats/complete-scoundrel--60/tempting-fate--2896/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3286,Tenacious Magic,/feats/epic-level-handbook--41/tenacious-magic--2897/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3287,Tenacious Magic,/feats/forgotten-realms-campaign-setting--19/tenacious-magic--2898/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3288,Tenacious Magic,/feats/players-guide-to-faerun--22/tenacious-magic--2899/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3289,Terrifying Rage,/feats/dungeon-masters-guide-v35--4/terrifying-rage--2900/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
3290,Terrifying Rage,/feats/epic-level-handbook--41/terrifying-rage--2901/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3291,Terrifying Strike,/feats/drow-of-the-underdark--93/terrifying-strike--3448/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
3292,The Gentle Way Mastery,/feats/oriental-adventures--96/gentle-way-mastery--3746/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
3293,Theocrat,/feats/races-of-faerun--23/theocrat--2902/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
3294,Thick-Skinned,/feats/savage-species--47/thick-skinned--2904/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
3295,Thicken Mucus,/feats/lords-of-madness--72/thicken-mucus--2903/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
3296,Third Time&#39;s the Charm ,/feats/complete-scoundrel--60/third-times-the-charm--2905/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3297,Thrall Bred,/feats/lords-of-madness--72/thrall-bred--2906/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
3298,Thrall to Demon,/feats/book-of-vile-darkness--37/thrall-to-demon--2907/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
3299,Thrall to Demon,/feats/champions-of-ruin--27/thrall-to-demon--2908/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
3300,Thrall to Demon,/feats/fiendish-codex-i-hordes-of-the-abyss--66/thrall-to-demon--2909/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/
3301,Thrall to Demon,/feats/elder-evils--110/thrall-demon--3504/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
3302,Three Mountains,/feats/complete-warrior--61/three-mountains--2910/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
3303,Thri-Kreen Carapace,/feats/complete-psionic--59/thri-kreen-carapace--2911/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3304,Thri-Kreen Claw,/feats/complete-psionic--59/thri-kreen-claw--2912/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3305,Thri-Kreen Displacement,/feats/complete-psionic--59/thri-kreen-displacement--2913/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3306,Thri-Kreen Poison,/feats/complete-psionic--59/thri-kreen-poison--2914/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3307,Throat Punch,/feats/complete-scoundrel--60/throat-punch--2915/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3308,Throw Anything,/feats/complete-warrior--61/throw-anything--2916/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
3309,Throw Anything,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/throw-anything--2917/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
3310,Thug,/feats/forgotten-realms-campaign-setting--19/thug--2918/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3311,Thug,/feats/players-guide-to-faerun--22/thug--2919/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3312,Thunder Twin,/feats/forgotten-realms-campaign-setting--19/thunder-twin--2920/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3313,Thunder Twin,/feats/players-guide-to-faerun--22/thunder-twin--2921/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3314,Thunderclap,/feats/savage-species--47/thunderclap--2922/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
3315,Thundering Rage,/feats/epic-level-handbook--41/thundering-rage--2923/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3316,Tiger Blooded,/feats/tome-of-battle-the-book-of-nine-swords--88/tiger-blooded--2924/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
3317,Timely Misdirection,/feats/complete-scoundrel--60/timely-misdirection--3310/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3318,Tireless,/feats/players-guide-to-faerun--22/tireless--2925/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3319,Titan Fighting,/feats/races-of-stone--82/titan-fighting--2926/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
3320,Tomb-Born Fortitude,/feats/libris-mortis-the-book-of-the-dead--71/tomb-born-fortitude--2927/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
3321,Tomb-Born Resilience,/feats/libris-mortis-the-book-of-the-dead--71/tomb-born-resilience--2928/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
3322,Tomb-Born Vitality,/feats/libris-mortis-the-book-of-the-dead--71/tomb-born-vitality--2929/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
3323,Tomb-Tainted Soul,/feats/libris-mortis-the-book-of-the-dead--71/tomb-tainted-soul--2930/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
3324,Toothed Blow,/feats/stormwrack--87/toothed-blow--2931/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
3325,Tormented Knight,/feats/champions-of-ruin--27/tormented-knight--2932/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
3326,Tormtor School,/feats/drow-of-the-underdark--93/tormtor-school--3462/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
3327,Torpoid,/feats/unearthed-arcana--90/torpoid--2933/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
3328,Totem Companion,/feats/eberron-campaign-setting--12/totem-companion--3602/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
3329,Touch Attack Specialization,/feats/ghostwalk--94/touch-attack-specialization--3582/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
3330,Touch of Benevolence,/feats/champions-of-ruin--27/touch-of-benevolence--2935/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
3331,Touch of Captivation,/feats/players-guide-to-eberron--13/touch-of-captivation--2936/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3332,Touch of Deception,/feats/players-guide-to-eberron--13/touch-of-deception--2937/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3333,Touch of Distraction,/feats/complete-mage--58/touch-of-distraction--2938/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
3334,Touch of Golden Ice,/feats/book-of-exalted-deeds--52/touch-of-golden-ice--2939/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
3335,Touch of Hate,/feats/players-guide-to-faerun--22/touch-hate--3599/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3336,Touch of Healing,/feats/complete-champion--57/touch-of-healing--2940/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3337,Touch of Silver,/feats/faiths-of-eberron--8/touch-of-silver--2941/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
3338,Touch of Summoning,/feats/players-guide-to-eberron--13/touch-of-summoning--2942/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
3339,Touch of Taint,/feats/heroes-of-horror--70/touch-of-taint--2943/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
3340,Touch Spell Specialization,/feats/complete-arcane--55/touch-spell-specialization--2944/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
3341,Touchstone,/feats/sandstorm--85/touchstone--2945/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
3342,Toughening Transmutation,/feats/complete-mage--58/toughening-transmutation--2946/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
3343,Toughness,/feats/players-handbook-v35--6/toughness--2948/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3344,Tower Shield Proficiency,/feats/players-handbook-v35--6/tower-shield-proficiency--2949/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3345,Toxic Mucus,/feats/lords-of-madness--72/toxic-mucus--2950/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
3346,Track,/feats/players-handbook-v35--6/track--2952/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3347,Trample,/feats/players-handbook-v35--6/trample--2954/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3348,Transdimensional Breath,/feats/dragons-of-faerun--26/transdimensional-breath--2955/,Dragons of Faerun,/rulebooks/forgotten-realms-35--4/dragons-of-faerun--26/
3349,Transdimensional Power,/feats/complete-psionic--59/transdimensional-power--2956/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3350,Transdimensional Spell,/feats/complete-arcane--55/transdimensional-spell--2957/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
3351,Transdimensional Spell,/feats/complete-divine--56/transdimensional-spell--2958/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
3352,Transdimensional Spell,/feats/unapproachable-east--33/transdimensional-spell--2959/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
3353,Transfer Legacy,/feats/weapons-of-legacy--91/transfer-legacy--2960/,Weapons of Legacy,/rulebooks/supplementals-35--5/weapons-of-legacy--91/
3354,Trap Engineer,/feats/dungeonscape--63/trap-engineer--2961/,Dungeonscape,/rulebooks/supplementals-35--5/dungeonscape--63/
3355,Trap Sense,/feats/epic-level-handbook--41/trap-sense--2962/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3356,Trap Sensitivity,/feats/dungeonscape--63/trap-sensitivity--2963/,Dungeonscape,/rulebooks/supplementals-35--5/dungeonscape--63/
3357,Trap Warden,/feats/dragonmarked--7/trap-warden--2964/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
3358,Trapmaster,/feats/lost-empires-of-faerun--30/trapmaster--2965/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
3359,Travel Devotion,/feats/complete-champion--57/travel-devotion--2966/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3360,Treefriend,/feats/savage-species--47/treefriend--2967/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
3361,Treetopper,/feats/forgotten-realms-campaign-setting--19/treetopper--2968/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3362,Treetopper,/feats/players-guide-to-faerun--22/treetopper--2969/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3363,Tremendous Charge,/feats/dragonlance-campaign-setting--98/tremendous-charge--3702/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
3364,Trickery Devotion,/feats/complete-champion--57/trickery-devotion--2970/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3365,Trigger Power,/feats/psionics-handbook-30--46/trigger-power--2971/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
3366,Trivial Knowledge,/feats/races-of-stone--82/trivial-knowledge--2972/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
3367,Trophy Collector,/feats/players-handbook-ii--80/trophy-collector--2973/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
3368,True Believer,/feats/complete-divine--56/true-believer--2974/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
3369,True Believer,/feats/magic-item-compendium--73/true-believer--2975/,Magic Item Compendium,/rulebooks/supplementals-35--5/magic-item-compendium--73/
3370,Truebond,/feats/dungeon-masters-guide-ii--40/truebond--3749/,Dungeon Master&#39;s Guide II,/rulebooks/supplementals-35--5/dungeon-masters-guide-ii--40/
3371,Truedive Elite,/feats/races-of-eberron--10/truedive-elite--2976/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
3372,Truename Rebuttal,/feats/tome-of-magic--89/truename-rebuttal--2977/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
3373,Truename Research,/feats/tome-of-magic--89/truename-research--2978/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
3374,Truename Training,/feats/tome-of-magic--89/truename-training--2979/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
3375,Trustworthy,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/trustworthy--2980/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
3376,Tumbling Crawl,/feats/complete-scoundrel--60/tumbling-crawl--3311/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3377,Tumbling Feint,/feats/players-handbook-ii--80/tumbling-feint--2981/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
3378,Tunnel Fighting,/feats/races-of-stone--82/tunnel-fighting--2982/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
3379,Tunnel Fighting,/feats/dungeonscape--63/tunnel-fighting--2983/,Dungeonscape,/rulebooks/supplementals-35--5/dungeonscape--63/
3380,Tunnel Riding,/feats/races-of-stone--82/tunnel-riding--2984/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
3381,Tunnelfighter,/feats/underdark--34/tunnelfighter--3597/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
3382,Tunnelrunner,/feats/underdark--34/tunnelrunner--2985/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
3383,Turtle Dart,/feats/races-of-stone--82/turtle-dart--2986/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
3384,Twin Power,/feats/psionics-handbook-30--46/twin-power--2987/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
3385,Twin Power,/feats/expanded-psionics-handbook--65/twin-power--2988/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
3386,Twin Spell,/feats/complete-arcane--55/twin-spell--2989/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
3387,Twin Spell,/feats/forgotten-realms-campaign-setting--19/twin-spell--2990/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3388,Twin Spell,/feats/players-guide-to-faerun--22/twin-spell--2991/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3389,Twin Spell,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/twin-spell--3627/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
3390,Twin Sword Style,/feats/forgotten-realms-campaign-setting--19/twin-sword-style--2992/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
3391,Twin Sword Style,/feats/players-guide-to-faerun--22/twin-sword-style--2993/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
3392,Twin Sword Style,/feats/ghostwalk--94/twin-sword-style--3583/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
3393,Twist the Knife,/feats/exemplars-of-evil--64/twist-knife--3696/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
3394,Twisted Charge,/feats/complete-scoundrel--60/twisted-charge--3312/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3395,Two-Bladed Mind Blade,/feats/complete-psionic--59/two-bladed-mind-blade--2995/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
3396,Two-Weapon Defense,/feats/players-handbook-v35--6/two-weapon-defense--2996/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3397,Two-Weapon Fighting,/feats/players-handbook-v35--6/two-weapon-fighting--2998/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
3398,Two-Weapon Pounce,/feats/players-handbook-ii--80/two-weapon-pounce--2999/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
3399,Two-Weapon Rend,/feats/epic-level-handbook--41/two-weapon-rend--3000/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3400,Two-Weapon Rend,/feats/players-handbook-ii--80/two-weapon-rend--3001/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
3401,Umbral Mark,/feats/dragonmarked--7/umbral-mark--3002/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
3402,Umbral Shroud,/feats/complete-champion--57/umbral-shroud--3003/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
3403,Umbral Spell,/feats/drow-of-the-underdark--93/umbral-spell--3444/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
3404,Unarmored Body,/feats/races-of-eberron--10/unarmored-body--3004/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
3405,Unavoidable Strike,/feats/psionics-handbook-30--46/unavoidable-strike--3005/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
3406,Unavoidable Strike,/feats/expanded-psionics-handbook--65/unavoidable-strike--3006/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
3407,Unbalancing Strike,/feats/oriental-adventures--96/unbalancing-strike--3743/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
3408,Unbelievable Luck ,/feats/complete-scoundrel--60/unbelievable-luck--3007/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
3409,Uncanny Accuracy,/feats/epic-level-handbook--41/uncanny-accuracy--3008/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
3410,Uncanny Forethought,/feats/exemplars-of-evil--64/uncanny-forethought--3009/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
